KW	JA	TC	id	name	names	is bad	type	valid members count	valid members ratio	nonavailable members count	nonavailable members ratio	collection name probability	@
		1	Q1199931	Universities in Indonesia	ipbuniversity, publicuniversity, monashuniversity, privateuniversity, binusuniversity, telkomuniversity, universitasterbuka, tidaruniversity, andalasuniversity, udayanauniversity	0,012	university	232	0,41	3	0,02	-24,74	
		4	Q7216812	Gothic painters	giotto, cimabue, duccio, pisanello, paolouccello, berntnotke, altichiero, orcagna, taddeogaddi, simonemartini	0,008	human	167	0,97	5	0,03	-24,75	
		2	Q1051686	Spiral galaxies	milkyway, messier81, messier74, messier83, ngc6946, messier77, messier106, messier100, ngc1300, messier88	0,008	spiral galaxy	131	0,44	10	0,08	-24,79	
		1	Q469968	Romanian composers	eugendoga, antonpann, georgeenescu, gyorgyligeti, tristantzara, dinulipatti, vladimircosma, mihailjora, romanvlad, dangrigore	0,012	human	128	0,52	2	0,02	-24,81	
		1	Q6607182	Banks in Pakistan	citibank, mufgbank, centralbank, deutschebank, meezanbank, hblpakistan, askaribank, bankalhabib, faysalbank, bankalfalah	0,012	bank	33	0,11	17	0,55	-24,92	
		1	Q7068922	Colombian politicians	rodrigolara, ivancepeda, elsanoguera, danielquintero, yahiracuna, angelarobledo, ivanmarulanda, carlosmaurohoyos, joseeusebiocaro, gilmajimenez	0,006	human	57	0,98	0	0	-24,98	
		1	Q8769147	Polish nobility	rulalenska, janczerski, janczeczot, janlaski, janfirlej, henryksienkiewicz, janislawi, samuellaszcz, jozefmackiewicz, michalgiedroyc	0,008	human	130	0,84	0	0	-24,98	
		1	Q6642028	Symphonic poems	mavlast, totenfeier, finlandia, lamer, sadko, donjuan, donquixote, dansemacabre, pacific231, pinesofrome	0,012	musical work/composition	190	0,66	40	0,25	-25	
		1	Q8479649	Italian admirals	luigirizzo, umbertoiiofitaly, costanzociano, rogeroflauria, ginopavesi, inigocampioni, paolotreu, rinaldoveri, augustoaubry, angeloiachino	0,01	human	128	1	0	0	-25,02	
		1	Q7919928	People from Mallorca	chenoa, jordicruz, djsammy, arlyjover, juanmarch, stephengately, juniperoserra, alumayd, davidtavare, luciagraves	0	human	60	0,95	3	0,05	-25,03	
		1	Q6590613	Moluccan people	pattimura, kevindiks, glennfredly, josluhukay, rexymainaky, bobbypetta, sonnysilooy, mellygoeslaw, ellyaspical, rizkypora	0,01	human	67	0,78	1	0,01	-25,05	
		1	Q6591713	Nepalese actors	paulshah, anmolkc, bhuwankc, rekhathapa, rajeshhamal, sunilthapa, manishakoirala, saugatmalla, dayahangrai, annasharma	0,006	Nepal, person related to this place, human, actor	89	0,59	3	0,03	-25,11	
		3	Q6574472	Iranian painters	kamalolmolk, rezaabbasi, shirinneshat, sohrabsepehri, zhalehkazemi, behjatsadr, irandarroudi, mihrali, delaradarabi, hosseinnuri	0,008	human, painter	77	0,52	4	0,05	-25,11	
		1	Q6576914	Lithuanian singers	monikaliu, giedre, lenavalaitis, alinaorlova, mia, radzi, gjan, stano, sashason, monikalinkyt	0,006	human	62	0,62	7	0,11	-25,13	
		1	Q3245066	Cornish saints	saintblaise, saintursula, saintpiran, aldhelm, justus, winwaloe, saintnon, morwenna, samsonofdol, padarn	0,01	human	68	0,56	4	0,06	-25,15	
		1	Q6574050	Indian women artists	lalitalajmi, bhuribai, amritashergil, bhartikher, pratimadevi, bprabha, bauadevi, arpitasingh, durgabaivyom, latikakatt	0,008	human	68	0,47	3	0,04	-25,18	
		2	Q6644338	Universities in Colombia	publicuniversity, privateuniversity, eafituniversity, icesiuniversity, universidadeafit, universidadicesi, universityofvalle, universityofcauca, pontificaluniversity, universityoftheandes	0,012	university	83	0,43	3	0,04	-25,23	
		2	Q1862893	Newspapers in Sweden	tabloid, expressen, aftonbladet, kvallsposten, metro, sydsvenskan, dagen, dagensnyheter, proletaren, arbetet	0,01	newspaper	73	0,27	12	0,16	-25,28	
		1	Q16777743	Bengali Muslims	nurulamin, titumir, begumrokeya, mjakbar, akfazlulhuq, isakhan, muhammadyunus, ahsanhabib, kalapahar, abdussattar	0,012	human	106	0,95	4	0,04	-25,28	
		1	Q1248671	Armenian composers	komitas, onnotunc, jivani, ohandurian, edgarmanas, mihailjora, igorsarukhanov, aramkhachaturian, arnobabajanian, alanhovhaness	0,002	human	183	0,74	1	0,01	-25,29	
		2	Q13326740	Films about games	thegame, gamenight, tag, serf, quizshow, naked, theshow, truthordare, tripledog, doubleplay	0,01	film	22	0,96	12	0,55	-25,29	
		3	Q6611889	Comic book conventions	favela, comiket, wondercon, dragoncon, pyrkon, megacon, romics, lacomiccon, fanx, comicfiesta	0,004	event	104	0,37	19	0,18	-25,31	
		1	Q7905765	People from Alicante	anamilan, jeannemas, macarenaolona, soniafurio, vanesaromero, jaimemorey, felemartinez, gabrielmiro, carlosmazon, oscarespla	0,008	human	82	0,99	2	0,02	-25,34	
		4	Q17017809	Hotels in Los Angeles	cecilhotel, picohouse, sunsettower, hotelbelair, chateaumarmont, dunbarhotel, thebeverlyhilton, hollywoodhotel, parkplazahotel, alanhotel	0,01	hotel	32	0,59	7	0,22	-25,37	
		2	Q8490129	German horror films	nosferatu, antichrist, thesilence, blackdeath, bloodrayne, virus, thebreed, theorder, nekromantik, faust	0,012	film	92	1	28	0,31	-25,38	
		2	Q5241631	Towns in Quebec	montreal, quebeccity, sherbrooke, gatineau, longueuil, rimouski, lavalquebec, shawinigan, valdor, baiecomeau	0,006	city or town	226	0,64	17	0,08	-25,43	
		1	Q6577478	Macedonian Turks	cediosman, emremor, ertansaban, elifelmas, cahitarf, ozgunamal, filizahmet, pelinakil, fethiokyar, afetnan	0,01	human	112	0,69	7	0,08	-25,43	
		0	Q6605320	Airlines of Texas	jetblue, usairways, atlasair, janet, amazonair, kalittaair, netjets, jsx, envoyair, capeair	0,01	airline	187	0,66	42	0,23	-25,43	
		4	Q2967253	Years in video games (Historic Video Games)	roguelike, onlinegame, pong, eroge, snake, actiongame, soulslike, indiegame, pcgame, bullethell	0,012	video game	122	0,37	52	0,43	-25,43	
		3	Q6837659	Auto racing films	cars, cars2, cars3, rush, loganlucky, deathrace, speedracer, talkie, turbo, tvpilot	0,01	film	134	0,49	44	0,34	-25,45	
		1	Q6339113	Science fiction video games	stray, amongus, scorn, starfield, bioshock, steinsgate, overwatch2, fallout4, highonlife, overwatch	0	video game	1435	0,96	413	0,29	-25,48	
		0	Q1864186	People from Utrecht	orphan, dickbruna, janwouters, robertlong, popeadrianvi, sylviakristel, marcovanbasten, elize, wesleysneijder, arthurjapin	0,002	human	97	0,84	7	0,08	-25,48	
		1	Q4437592	Skinhead films	alphadog, greenroom, imperium, skin, felon, suburbia, thebeliever, neoned, farming, russia88	0,012	film	59	0,34	20	0,56	-25,48	
		1	Q7924997	People from Pune	rajneesh, barackobama, alumna, alumnus, reemalagoo, jijabai, meherbaba, shahaji, radhikaapte, bajiraoii	0,008	human	229	0,64	17	0,08	-25,49	
		1	Q6572684	Gundam video games	tamagotchi, shootemup, beatemup, platformgame, fightinggame, puzzlevideogame, racingvideogame, gundamevolution, stadiumevents, turnbasedstrategy	0,004	video game	105	0,31	7	0,11	-25,5	
		4	Q6619920	Films about computers	thematrix, ironman, her, exmachina, ironman3, walle, ironman2, irobot, apollo13, bladerunner	0,012	film	183	0,81	104	0,58	-25,52	
		2	Q1841465	Churches in Venice	gesuiti, ilredentore, sanlorenzo, scalzi, sanmoise, sangeremia, gesuati, sanpantalon, sanstae, sangiobbe	0,002	church building	93	0,66	4	0,04	-25,53	
		2	Q7289079	Mountains of Iceland	hekla, laki, katla, kirkjufell, askja, krafla, bararbunga, herubrei, esjan, eldgja	0,008	mountain	48	0,89	5	0,11	-25,53	
		4	Q1754507	Paris railway stations	garedunord, garedelyon, garedelest, garedorsay, nation, auber, garedauber, lilleeurope, museedorsay, magenta	0,01	railway station, architectural structure	68	0,55	9	0,19	-25,6	
		2	Q7037640	Subcompact cars	hondafit, minihatch, peugeot206, citroen2cv, bmwi3, dacialogan, hondacity, peugeot207, renault4, fiatpunto	0,006	automobile model	258	0,85	28	0,11	-25,61	
		1	Q7451010	Armenian painters	arshilegorky, ivanaivazovsky, torosroslin, jeancarzou, jeanjansem, janrustem, martirossaryan, armannur, maidearel, yervandkochar	0,004	human	165	0,69	2	0,02	-25,62	
		0	Q1862775	Political parties in Canada	lemonparty, ontarioparty, parti51, yukonparty, blocquebecois, cleargrits, partirouge, partibleu, abcvancouver, blocpot	0,004	political party	286	0,45	13	0,05	-25,65	
		1	Q1265653	Companies of Luxembourg	rtlgroup, cargolux, luxair, sessa, regus, majorel, ciprianisa, arcelormittal, cactus, ceratizit	0,004	business, company	49	0,31	20	0,41	-25,66	
		1	Q7020471	Greek businesspeople	nikosgalis, sakisrouvas, albertbourla, iliaspsinakis, basilzaharoff, zoecruz, babisvovos, leonpatitsas, minoskyriakou, anwarsoussa	0,008	human	56	0,92	4	0,07	-25,68	
		1	Q139666	People from Bratislava	gustavhusak, eduardheger, robertmak, rudolflaban, petersastny, erndohnanyi, milanrufus, vojtechtuka, majkspirit, andrejhryc	0	human	139	0,87	3	0,02	-25,69	
		1	Q18784834	People from Watford	ksi, vinniejones, adamgodley, kellysmith, suecleaver, nickleeson, raycooper, grantshapps, momowlam, mattking	0,002	human	190	0,73	21	0,13	-25,69	
		1	Q378414	Lists of cemeteries	chellah, slavin, benihasan, ummelqaab, wadiussalaam, chinpaosan, martyrslane, khushbagh, cityofthedead, alleyofhonor	0,008	cemetery	149	0,38	4	0,03	-25,71	
		1	Q6636712	Rivers of Thailand	mekong, mekongriver, chaophraya, chiriver, pingriver, munriver, maeklong, kokriver, nanriver, pasakriver	0,004	river	130	0,64	4	0,04	-25,72	
		1	Q6563737	Bengali poets	muhammad, valmiki, jami, sukumarray, ranipadmini, lalonshah, jasimuddin, fayezahmed, nachiketa, amitavghosh	0,008	human	149	0,76	10	0,08	-25,76	
		1	Q6574048	Indian violinists	uttamsingh, nrajam, lshankar, vkmurthy, lsubramaniam, tnkrishnan, balabhaskar, johnmayer, vgjog, arrolcorelli	0,004	human	113	0,87	1	0,01	-25,8	
		1	Q6015391	Russian cosmonauts	yurigagarin, annakikina, alexeileonov, ivanvagner, yuliaperesild, olegartemyev, pyotrdubrov, denismatveev, olegkotov, sergeikrikalev	0,01	human	78	0,97	3	0,04	-25,87	
		1	Q6600677	Troma films	mothersday, fathersday, tromaswar, waitress, combatshock, blades, terrorfirmer, stuckonyou, faghag, squeezeplay	0,01	film	49	0,51	8	0,17	-25,88	
		1	Q6632817	People from Tijuana	samizayn, anagabriel, thunderrosa, reymisterio, reymysteriojr, psicosis, carlossantana, frankiej, brandonmoreno, erikmorales	0,008	human	127	0,58	18	0,17	-25,91	
		2	Q6571151	Ghanaian musicians	ritamarley, shattawale, sarkodie, amaarae, stonebwoy, kidi, gyakie, daddylumba, fuseodg, castro	0,004	human	176	0,59	27	0,18	-25,95	
		1	Q8838407	Telugu poets	nannayya, vemana, pothana, srisri, tikkana, daasarathi, srinatha, gaddar, veturi, dhurjati	0,008	human	125	0,97	3	0,02	-26,03	
		1	Q6628002	Halide minerals	halite, sodalite, sylvite, calomel, bischofite, carnallite, salammoniac, atacamite, kainite, wavellite	0,008	mineral species	63	0,91	5	0,08	-26,04	
		1	Q3244501	People from Nantes	julesverne, moliere, lindahardy, madeon, jacquesdemy, erictabarly, claudecahun, manufeildel, natachadanais, annamouglalis	0,004	human	75	0,77	4	0,06	-26,1	
		1	Q7711493	Romanian nobility	chrisghika, iancujianu, mironcostin, manucbei, petrepcarp, ionvinea, ndcocea, iliacolceag, ioanbob, dimitriecantemir	0,006	human	72	0,92	0	0	-26,1	
		1	Q8491850	Giallo films	phenomena, deepred, tenebrae, tightrope, ossessione, trauma, giallo, opera, darkglasses, sleepless	0,01	film	169	0,99	24	0,14	-26,11	
		1	Q7919668	People from Lucerne	marcrich, annamurphy, ottohappel, loredanazefi, rolfdobelli, hanserni, fredystuder, kerencraig, gretachi, felixgmur	0	human	129	0,88	3	0,03	-26,17	
		1	Q1739440	People from Kiel	maxplanck, kimdotcom, ericbraeden, ernstbusch, hansgeiger, dieterlaser, axelmilberg, ernaflegel, karlhass, carlloewe	0,006	human	105	0,69	4	0,04	-26,17	
		1	Q7116400	People from Sabah	pennywong, garychaw, fungbobo, hajijinoor, chenelle, wawazainal, amberchia, shafieapdal, stacy, musaaman	0,01	human	286	0,64	10	0,05	-26,18	
		1	Q1864010	People from Brno	kurtgodel, adamondra, ernstmach, adolfloos, gregormendel, jiiprochazka, milankundera, leosjanacek, yanagupta, jananovotna	0,01	human	139	0,75	5	0,04	-26,19	
		1	Q6634315	Politicians in Poland	lewrywin, sieciech, mieclaw, adamszlapka, janlitynski, jozefrymer, piotruszok, jakubswinka, jozefretinger, karollibelt	0,008	human	152	0,93	0	0	-26,21	
		1	Q5246595	Dean of Canterbury	aelfwyn, justinwelby, georgebell, ceolnoth, janehedges, robertwillis, aethelnoth, johnmoore, henryalford, johnsharp	0,006	human	50	0,35	6	0,12	-26,29	
		1	Q6377802	Greek philanthropists	sakisrouvas, simonsinas, iliaspsinakis, spiroslatsis, georgeaveroff, herodesatticus, georgiossinas, ioannisvarvakis, andreassyggros, evangeloszappas	0,012	human	44	0,96	2	0,05	-26,34	
		1	Q1819475	Senegalese writers	fatoudiome, ramayade, mariendiaye, mariamaba, daviddiop, biragodiop, kenbugul, cheikhantadiop, ousmanesembene, philliswheatley	0,008	human	66	0,66	0	0	-26,36	
		2	Q8383745	Districts of Milan	calvairate, brera, baggio, lambrate, qt8, barona, bovisa, rogoredo, greco, cittastudi	0,008	quarter of Milan	64	0,82	8	0,12	-26,37	
		1	Q8473198	French caricaturists	nadar, gustavedore, cabu, charb, gotlib, emilecohl, carandache, jul, andregill, jeaneffel	0,012	human	67	1	9	0,13	-26,38	
		1	Q9691582	People from Amritsar	akshaykumar, jeetendra, kiranbedi, yashjohar, darasingh, avneetkaur, geetabali, vinodmehra, madanlal, kapilsharma	0,01	human	108	0,9	16	0,15	-26,42	
		1	Q6285983	Egyptian novelists	tahahussein, yusufsibai, yusufidris, bahaataher, naguibmahfouz, radwaashour, ahmedmourad, salwabakr, tawfiqalhakim, ahdafsoueif	0,012	human	124	0,98	0	0	-26,42	
		1	Q7426189	Heidegger scholars	shuzokuki, henrycorbin, jeanwahl, richardrorty, terrencemalick, ahmadfardid, renescherer, raybrassier, jeanlucnancy, charlestaylor	0,012	human	171	1	4	0,02	-26,43	
		1	Q6591613	Native American musicians	cherokee, sioux, dine, navajo, choctaw, shoshone, utetribe, kiowa, skyferreira, chuckbilly	0,01	human	124	0,56	20	0,18	-26,46	
		1	Q4433441	Psychobilly bands	volbeat, thecramps, thevoidz, the5678s, lossaicos, tigerarmy, leswampas, themeteors, redelvises, horrorpops	0,004	musical group	61	0,79	12	0,2	-26,47	
		1	Q8459424	Finnish television shows	roba, stromso, jyrki, levyraati, madventures, faktahomma, ansajaoiva, killarman, elamanmeno, tenavatahti	0,006	television program	40	0,95	5	0,12	-26,49	
		1	Q8468272	Formula One people	paulricard, neilhoran, chasecarey, michaelmasi, sidwatkins, nicolastodt, pieroferrari, williweber, norberthaug, joramirez	0,01	human	68	1	7	0,1	-26,54	
		1	Q9061568	Dutch fashion designers	olcaygulsen, lailaaziz, sharondenadel, baskosters, sanaeorchi, fongleng, irisvanherpen, martvisser, sergiovandijk, jantaminiau	0,01	human	34	0,87	3	0,09	-26,59	
		1	Q7117217	People from Allahabad	nargis, dhyanchand, indiragandhi, nidhisingh, ramananda, ferozegandhi, kamalanehru, jaddanbai, asafali, yashdayal	0,012	human	174	0,65	9	0,05	-26,61	
		1	Q26809209	Shankar filmography	drama, bhramam, twenty20, guru, abhimanyu, mohanlal, casanovva, chinatown, cycle, gandharvam	0,012	film	125	0,87	17	0,14	-26,63	
		1	Q6607215	Banks in the Philippines	inggroup, mufgbank, icbc, cimb, bancodeoro, ctbcbank, deutschebank, jpmorganchase, metrobank, unionbank	0,004	bank	46	0,25	30	0,65	-26,68	
		1	Q1813819	Airports in Iceland	jerseyairport, svalbardairport, reykjavikairport, akureyriairport, isleofmanairport, bakkiairport, rifairport, gjogurairport, grimseyairport, husavikairport	0,012	airport, architectural structure	70	0,37	0	0	-26,74	
		1	Q3514	People from Varanasi	premchand, kabirdas, tulsidas, ravidas, ravishankar, anniebesant, raniofjhansi, rnkao, vidisha, ramananda	0,004	human	116	0,78	9	0,08	-26,81	
		1	Q6574424	Iranian Armenians	andy, viguen, raffi, rayaghayan, maryapick, arman, zoyapirzad, gegardmousasi, armik, marcokhan	0,006	human	112	0,73	4	0,04	-26,81	
		1	Q11270808	Jetstar destinations	airlinehub, focuscity, changiairport, perthairport, sydneyairport, cairnsairport, aucklandairport, avalonairport, hobartairport, brisbaneairport	0,006	airport	53	0,31	17	0,32	-26,86	
		1	Q7026641	Filipino weaponry	m16rifle, sword, slingshot, kampilan, parang, golok, kalis, lantaka, baston, panabas	0,002	weapon	26	0,3	9	0,43	-26,87	
		1	Q8735494	People from Guntur	kviswanath, savitri, ksravindra, sjanaki, jamuna, mano, brahmanandam, jeeva, gummadi, koratalasiva	0,006	human	74	0,59	7	0,1	-26,94	
		1	Q97585880	Ganesh filmography	gaalipata2, gaalipata, chamak, mungarumale, sakath, raambo2, mugulunage, geetha, orange, zoom	0,006	film	45	0,74	13	0,3	-26,96	
		1	Q5114116	Azerbaijani composers	niyazi, garagarayev, fikretamirov, arifmalikov, muradarif, alisalimi, tofigguliyev, raufhajiyev, asafzeynally, saidrustamov	0,008	human	100	0,61	1	0,02	-26,99	
		3	Q6374387	Theatres in Paris	bataclan, letrianon, bobino, foliesbergere, cafedelagare, paradislatin, alhambra, theatremogador, theatremarigny, theatredeparis	0,008	theatre	53	0,84	9	0,17	-27,01	
		1	Q8558015	Italian centenarians	borispahor, liaorigoni, celinaseghi, francavaleri, arditodesio, francapilla, annacampori, pietroingrao, leoluca, micolfontana	0,004	human	99	0,99	2	0,02	-27,02	
		1	Q16967094	Bungie video games	destiny2, pong, destiny, halo2, haloreach, halo3, shootemup, halo3odst, beatemup, oni	0,004	video game	30	0,29	16	0,55	-27,03	
		1	Q20311069	Codemasters video games	mmorpg, actiongame, shootemup, racinggame, f122, musicgame, rhythmgame, f12021, stealthgame, sportgame	0,012	video game	174	0,57	35	0,2	-27,13	
		1	Q1101766	Apple II games	tetris, pacman, donkeykong, actiongame, shootemup, breakout, mspacman, frogger, sokoban, wasteland	0,007	video game	1150	0,73	237	0,29	-27,15	
		1	Q8755684	People in the automobile industry	lakshmivenu, carlhahn, edselfordii, anandmahindra, raymondloewy, henryjkaiser, dickteague, maxhoffman, virgilexner, fuzztownshend	0,012	human	107	0,99	4	0,04	-27,22	
		1	Q7681408	Tamil businesspeople	indranooyi, shivnadar, sundarpichai, tamilpeople, arvindswamy, jeppiaar, msaravanan, acmuthiah, spadithanar, mgmuthu	0,006	human	125	0,8	6	0,06	-27,24	
		2	Q3503010	Lakes of Peru	laketiticaca, lakepaca, lakeparon, lakejunin, lakesauce, palcacocha, lakesalinas, lakepacucha, lakeumayo, lakearapa	0,008	lake	57	0,47	1	0,02	-27,29	
		4	Q6845226	PlayStation Network games (PlayStation Games)	minecraft, callofduty, terraria, silenthill, outlast, persona4, persona3, celeste, maxpayne, deltarune	0,01	video game	1414	0,98	313	0,22	-27,32	
		4	Q18965551	Mario sports games	mariobros, mariokart8, wiisports, mariokart7, sportsgame, excitebike, mariokart64, mariopaint, mariokartds, mariogolf	0,01	video game	58	0,28	18	0,31	-27,34	
		1	Q3244496	People born at sea	jacksoo, asmahan, riomavuba, itamarfranco, renemaran, edporray, maryjemison, wyndhamlewis, stamfordraffles, karlnesselrode	0,002	human, birth at sea	98	0,65	4	0,04	-27,39	
		1	Q1748576	Kerala Olympians	ptusha, prsreejesh, prshreejesh, tintuluka, amojjacob, kmbeenamol, shinywilson, mdvalsamma, sureshbabu, uvimalkumar	0,008	human	56	0,61	0	0	-27,42	
		1	Q6607206	Banks in the Americas	hsbc, citibank, bbva, nubank, lloydsbank, lloydstsb, usbancorp, abnamro, banesco, goldmansachs	0,01	bank	109	0,31	69	0,64	-27,46	
		1	Q6596698	Senators of Pakistan	nawazsharif, ishaqdar, walidiqbal, aitzazahsan, wasimsajjad, pervezmusharraf, sajidmir, sherryrehman, shiblifaraz, shaukattarin	0,004	human	117	0,74	4	0,03	-27,48	
		1	Q6201005	Television stations in Japan	tvtokyo, tokyomx, fujitv, nippontv, tvasahi, atx, bstbs, tvshizuoka, tvsetouchi, tvmiyazaki	0,01	television station	109	0,84	9	0,08	-27,5	
		1	Q6576566	Lebanese Armenians	serjtankian, tulipjoshi, nicolesaba, mariamnour, johndolmayan, arami, simonabkarian, nourhanne, haigpapazian, guymanoukian	0,006	human	34	0,68	4	0,12	-27,51	
		1	Q18924374	Prabhu filmography	varisu, thelegend, theri, laththi, raavanan, puli, ayan, billa, anjali, saamy2	0,01	film	207	0,9	21	0,1	-27,62	
